SYSTEM IP,SYSTEM NAME,MANAGER,SCAN ID,STATUS,FIX,CIS,PCI,IOS,DESCRIPTION,CHECK NAME
IP_001,HOST_A,server,SCAN_001,FAIL,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor events that modify the system's Mandatory Access Controls. Example: # printf "" -w /etc/apparmor/ -p wa -k MAC-policy -w /etc/apparmor.d/ -p wa -k MAC-policy "" >> /etc/audit/rules.d/50-MAC-policy.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\n""; fi.",8.5,"10.1,10.2.2,10.2.4,10.2.5,10.3",A.12.1.2,"Monitor AppArmor, an implementation of mandatory access controls. The parameters below monitor any write access (potential additional, deletion or modification of files in the directory) or attribute changes to the /etc/apparmor/ and /etc/apparmor.d/ directories. Note: If a different Mandatory Access Control method is used, changes to the corresponding directories should be audited.",Ensure events that modify the system's Mandatory Access Controls are collected.
IP_001,HOST_A,server,SCAN_001,FAIL,Run the following command to remove more permissive mode from the audit tools: # chmod go-w /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace /sbin/auditd /sbin/augenrules.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"Audit tools include, but are not limited to, vendor-provided and open source audit tools needed to successfully view and manipulate audit information system activity and records. Audit tools include custom queries and report generators.",Ensure audit tools mode is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,Run the following command to change the owner of the audit tools to the root user: # chown root /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace /sbin/auditd /sbin/augenrules.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"Audit tools include, but are not limited to, vendor-provided and open source audit tools needed to successfully view and manipulate audit information system activity and records. Audit tools include custom queries and report generators.",Ensure audit tools owner is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,Run the following command to change group ownership to the groop root: # chgrp root /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace /sbin/auditd /sbin/augenrules.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"Audit tools include, but are not limited to, vendor-provided and open source audit tools needed to successfully view and manipulate audit information system activity and records. Audit tools include custom queries and report generators.",Ensure audit tools group owner is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,Run the following command to install systemd-journal-remote: # apt install systemd-journal-remote.,8.2,"10.2,10.3",A.12.4.1,"Journald systemd-journal-remote supports the ability to send log events it gathers to a remote log host or to receive messages from remote hosts, thus enabling centralized log management.",Ensure systemd-journal-remote is installed.
IP_001,HOST_A,server,SCAN_001,PASS,Run the following commands to unmask and start systemd-journald.service # systemctl unmask systemd-journald.service # systemctl start systemd-journald.service.,8.2,"10.2,10.3",A.12.4.1,Ensure that the systemd-journald service is enabled to allow capturing of logging events.,Ensure journald service is enabled and active.
IP_001,HOST_A,server,SCAN_001,NA,"Set the following parameter in the [Journal] section in /etc/systemd/journald.conf or a file in /etc/systemd/journald.conf.d/ ending in .conf: ForwardToSyslog=no Example: #!/usr/bin/env bash { [ ! -d /etc/systemd/journald.conf.d/ ] && mkdir /etc/systemd/journald.conf.d/ if grep -Psq -- '^\h*\[Journal\] /etc/systemd/journald.conf.d/60- journald.conf; then printf '%s\n' ""ForwardToSyslog=no"" >> /etc/systemd/journald.conf.d/60- journald.conf else printf '%s\n' ""[Journal]"" ""ForwardToSyslog=no"" >> /etc/systemd/journald.conf.d/60-journald.conf fi } Note: If this setting appears in a canonically later file, or later in the same file, the setting will be overwritten Run to following command to update the parameters in the service: # systemctl reload-or-restart systemd-journald.",8.2,"10.2,10.3",A.12.4.1,Data from journald should be kept in the confines of the service and not forwarded to other services.,Ensure journald ForwardToSyslog is disabled.
IP_001,HOST_A,server,SCAN_001,FAIL,- IF - cron is installed on the system: Run the following commands to set ownership and permissions on the /etc/cron.hourly directory: # chown root:root /etc/cron.hourly/ # chmod og-rwx /etc/cron.hourly/.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"This directory contains system cron jobs that need to run on an hourly basis. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.",Ensure permissions on /etc/cron.hourly are configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run the following script to set ownership and permissions on /etc/ssh/sshd_config and files ending in .conf in the /etc/ssh/sshd_config.d directory: #!/usr/bin/env bash { chmod u-x,og-rwx /etc/ssh/sshd_config chown root:root /etc/ssh/sshd_config while IFS= read -r -d $'\0' l_file; do if [ -e ""$l_file"" ]; then chmod u-x,og-rwx ""$l_file"" chown root:root ""$l_file"" fi done < <(find /etc/ssh/sshd_config.d -type f -print0 2>/dev/null) } - IF - other locations are listed in an Include statement, *.conf files in these locations access should also be modified.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"The file /etc/ssh/sshd_config, and files ending in .conf in the /etc/ssh/sshd_config.d directory, contain configuration specifications for sshd.",Ensure permissions on /etc/ssh/sshd_config are configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit the /etc/ssh/sshd_config file to set the LogLevel parameter to VERBOSE or INFO above any Include and Match entries as follows: LogLevel VERBOSE - OR - LogLevel INFO Note: First occurrence of an option takes precedence, Match set statements withstanding. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location.",8.2,"10.2,10.3",A.12.4.1,"SSH provides several logging levels with varying amounts of verbosity. The DEBUG options are specifically not recommended other than strictly for debugging SSH communications. These levels provide so much data that it is difficult to identify important security information, and may violate the privacy of users.",Ensure sshd LogLevel is configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit the /etc/ssh/sshd_config file to set the HostbasedAuthentication parameter to no above any Include and Match entries as follows: HostbasedAuthentication no Note: First occurrence of an option takes precedence, Match set statements withstanding. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location.",,,,"The HostbasedAuthentication parameter specifies if authentication is allowed through trusted hosts via the user of .rhosts, or /etc/hosts.equiv, along with successful public key client host authentication.",Ensure sshd HostbasedAuthentication is disabled.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit /etc/ssh/sshd_config and set the PermitEmptyPasswords parameter to no above any Include and Match entries as follows: PermitEmptyPasswords no Note: First occurrence of an option takes precedence, Match set statements withstanding. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location. Internal Only - General.",5.2,,A.9.4.3,The PermitEmptyPasswords parameter specifies if the SSH server allows login to accounts with empty password strings.,Ensure sshd PermitEmptyPasswords is disabled.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit the /etc/ssh/sshd_config file and add/modify the KexAlgorithms line to contain a comma separated list of the site unapproved (weak) KexAlgorithms preceded with a - above any Include entries: Example: KexAlgorithms -diffie-hellman-group1-sha1,diffie-hellman-group14-sha1,diffie- hellman-group-exchange-sha1 Note: First occurrence of an option takes precedence. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location.",3.10,"2.1.1,4.1,4.1.1,8.2.1","A.10.1.1,A.13.1.1","Key exchange is any method in cryptography by which cryptographic keys are exchanged between two parties, allowing use of a cryptographic algorithm. If the sender and receiver wish to exchange encrypted messages, each must be equipped to encrypt messages to be sent and decrypt messages received Notes: - Kex algorithms have a higher preference the earlier they appear in the list - Some organizations may have stricter requirements for approved Key exchange algorithms - Ensure that Key exchange algorithms used are in compliance with site policy - The only Key Exchange Algorithms currently FIPS 140 approved are: o ecdh-sha2-nistp256 o ecdh-sha2-nistp384 o ecdh-sha2-nistp521 o diffie-hellman-group-exchange-sha256 o diffie-hellman-group16-sha512 o diffie-hellman-group18-sha512 o diffie-hellman-group14-sha256.",Ensure sshd KexAlgorithms is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Edit the /etc/ssh/sshd_config file to set the Banner parameter above any Include and Match entries as follows: Banner /etc/issue.net Note: First occurrence of a option takes precedence, Match set statements withstanding. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location. Internal Only - General.",,,,"The Banner parameter specifies a file whose contents must be sent to the remote user before authentication is permitted. By default, no banner is displayed.",Ensure sshd Banner is configured.
IP_001,HOST_A,server,SCAN_001,PASS,"First determine is LDAP functionality is required. If so, then install sudo-ldap, else install sudo. Example: # apt install sudo Internal Only - General.",5.4,"7.1,7.1.1,7.1.2,7.1.3",A.9.2.3,"sudo allows a permitted user to execute a command as the superuser or another user, as specified by the security policy. The invoking user's real (not effective) user ID is used to determine the user name with which to query the security policy.",Ensure sudo is installed.
IP_001,HOST_A,server,SCAN_001,FAIL,"Edit the file /etc/sudoers or a file in /etc/sudoers.d/ with visudo or visudo -f <PATH TO FILE> and add the following line: Example: Defaults logfile=""/var/log/sudo.log"" Note: - sudo will read each file in /etc/sudoers.d, skipping file names that end in ~ or contain a . character to avoid causing problems with package manager or editor temporary/backup files. - Files are parsed in sorted lexical order. That is, /etc/sudoers.d/01_first will be parsed before /etc/sudoers.d/10_second. - Be aware that because the sorting is lexical, not numeric, /etc/sudoers.d/1_whoops would be loaded after /etc/sudoers.d/10_second. - Using a consistent number of leading zeroes in the file names can be used to avoid such problems. Internal Only - General.",8.5,"10.1,10.2.2,10.2.4,10.2.5,10.3",A.12.4.1,sudo can use a custom log file.,Ensure sudo log file exists.
IP_001,HOST_A,server,SCAN_001,PASS,"Based on the outcome of the audit procedure, use visudo -f <PATH TO FILE> to edit the relevant sudoers file. Remove any line with occurrences of NOPASSWD tags in the file.",5.4,"7.1,7.1.1,7.1.2,7.1.3",A.9.2.3,The operating system must be configured so that users must provide a password for privilege escalation.,Ensure users must provide password for privilege escalation.
IP_001,HOST_A,server,SCAN_001,PASS,Create or edit the following line in /etc/security/faillock.conf setting the deny option to 5 or less: deny = 5 Run the following command: # grep -Pl -- '\bpam_faillock\.so\h+([^#\n\r]+\h+)?deny\b' /usr/share/pam- configs/* Edit any returned files and remove the deny=<N> arguments from the pam_faillock.so line(s): Internal Only - General.,6.2,8.1.3,A.9.2.6,The deny=<n> option will deny access if the number of consecutive authentication failures for this user during the recent interval exceeds.,Ensure password FAILattempts lockout is configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit /etc/login.defs and set the ENCRYPT_METHOD to SHA512 or YESCRYPT: ENCRYPT_METHOD <HASHING_ALGORITHM> Example: ENCRYPT_METHOD YESCRYPT Note: - This only effects local groups' passwords created after updating the file to use - - sha512 or yescrypt. If it is determined that the password algorithm being used is not sha512 or yescrypt, once it is changed, it is recommended that all group passwords be updated to use the stronger hashing algorithm. It is recommended that the chosen hashing algorithm is consistent across /etc/login.defs and the PAM configuration.",3.11,"3.4,3.4.1,8.2.1",A.10.1.1,"A cryptographic hash function converts an arbitrary-length input into a fixed length output. Password hashing performs a one-way transformation of a password, turning the password into another string, called the hashed password. ENCRYPT_METHOD (string) - This defines the system default encryption algorithm for encrypting passwords (if no algorithm are specified on the command line). It can take one of these values: - MD5 - MD5-based algorithm will be used for encrypting password - SHA256 - SHA256-based algorithm will be used for encrypting password - SHA512 - SHA512-based algorithm will be used for encrypting password - BCRYPT - BCRYPT-based algorithm will be used for encrypting password - YESCRYPT - YESCRYPT-based algorithm will be used for encrypting password - DES - DES-based algorithm will be used for encrypting password (default) Note: - This parameter overrides the deprecated MD5_CRYPT_ENAB variable. - This parameter will only affect the generation of group passwords. - The generation of user passwords is done by PAM and subject to the PAM configuration. It is recommended to set this variable consistently with the PAM configuration. -.",Ensure strong password hashing algorithm is configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following commands to remove excess permissions, set owner, and set group on /etc/passwd-: # chmod u-x,go-wx /etc/passwd- # chown root:root /etc/passwd-.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The /etc/passwd- file contains backup user account information.,Ensure permissions on /etc/passwd- are configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following commands to remove excess permissions, set owner, and set group on /etc/group-: # chmod u-x,go-wx /etc/group- # chown root:root /etc/group-.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The /etc/group- file contains a backup list of all the valid groups defined in the system.,Ensure permissions on /etc/group- are configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run one of the following commands to set ownership of /etc/shadow to root and group to either root or shadow: # chown root:shadow /etc/shadow -OR- # chown root:root /etc/shadow Run the following command to remove excess permissions form /etc/shadow: # chmod u-x,g-wx,o-rwx /etc/shadow.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"The /etc/shadow file is used to store the information about user accounts that is critical to the security of those accounts, such as the hashed password and other security information.",Ensure permissions on /etc/shadow are configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run one of the following commands to set ownership of /etc/gshadow to root and group to either root or shadow: # chown root:shadow /etc/gshadow -OR- # chown root:root /etc/gshadow Run the following command to remove excess permissions form /etc/gshadow: # chmod u-x,g-wx,o-rwx /etc/gshadow.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"The /etc/gshadow file is used to store the information about groups that is critical to the security of those accounts, such as the hashed password and other security information.",Ensure permissions on /etc/gshadow are configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run one of the following commands to set ownership of /etc/gshadow- to root and group to either root or shadow: # chown root:shadow /etc/gshadow- -OR- # chown root:root /etc/gshadow- Run the following command to remove excess permissions form /etc/gshadow-: # chmod u-x,g-wx,o-rwx /etc/gshadow-.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"The /etc/gshadow- file is used to store backup information about groups that is critical to the security of those accounts, such as the hashed password and other security information.",Ensure permissions on /etc/gshadow- are configured.
IP_001,HOST_A,server,SCAN_001,FAIL,Run the following command to uninstall ftp: # apt purge ftp.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,"FTP (File Transfer Protocol) is a traditional and widely used standard tool for transferring files between a server and clients over a network, especially where no authentication is necessary (permits anonymous users to connect to a server).",Ensure ftp client is not installed.
IP_001,HOST_A,server,SCAN_001,PASS,Enable or disable IPv6 in accordance with system requirements and local site policy.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,"Internet Protocol Version 6 (IPv6) is the most recent version of Internet Protocol (IP). It's designed to supply IP addressing and additional security to support the predicted growth of connected devices. IPv6 is based on 128-bit addressing and can support 340 undecillion, which is 340 trillion3 addresses. Features of IPv6 - Hierarchical addressing and routing infrastructure - Stateful and Stateless configuration - Support for quality of service (QoS) - An ideal protocol for neighboring node interaction.",Ensure IPv6 status is identified.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run the following commands to stop bluetooth.service, and remove the bluez package: # systemctl stop bluetooth.service # apt purge bluez - OR - - IF - the bluez package is required as a dependency: Run the following commands to stop and mask bluetooth.service: # systemctl stop bluetooth.service # systemctl mask bluetooth.service Note: A reboot may be required.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,"Bluetooth is a short-range wireless technology standard that is used for exchanging data between devices over short distances. It employs UHF radio waves in the ISM bands, from 2.402 GHz to 2.48 GHz. It is mainly used as an alternative to wire connections.",Ensure bluetooth services are not in use.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit the /etc/ssh/sshd_config file to set the GSSAPIAuthentication parameter to no above any Include and Match entries as follows: GSSAPIAuthentication no Note: First occurrence of an option takes precedence, Match set statements withstanding. If Include locations are enabled, used, and order of precedence is understood in your environment, the entry may be created in a file in Include location. Internal Only - General.",5.2,,A.9.4.3,The GSSAPIAuthentication parameter specifies whether user authentication based on GSSAPI is allowed.,Ensure sshd GSSAPIAuthentication is disabled.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following command to enable the pam_unix module: # pam-auth-update --enable unix Note: If a site specific custom profile is being used in your environment to configure PAM that includes the configuration for the pam_faillock module, enable that module instead.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"pam_unix is the standard Unix authentication module. It uses standard calls from the system's libraries to retrieve and set account information as well as authentication. Usually this is obtained from the /etc/passwd and if shadow is enabled, the /etc/shadow file as well. The account component performs the task of establishing the status of the user's account and password based on the following shadow elements: expire, last_change, max_change, min_change, warn_change. In the case of the latter, it may offer advice to the user on changing their password or, through the PAM_AUTHTOKEN_REQD return, delay giving service to the user until they have established a new password. The entries listed above are documented in the shadow(5) manual page. Should the user's record not contain one or more of these entries, the corresponding shadow check is not performed. The authentication component performs the task of checking the users credentials (password). The default action of this module is to not permit the user access to a service if their official password is blank.",Ensure pam_unix module is enabled.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following script to verify the pam_pwquality.so line exists in a pam-auth-update profile: # grep -P -- '\bpam_pwquality\.so\b' /usr/share/pam-configs/* Output should be similar to: /usr/share/pam-configs/pwquality: requisite pam_pwquality.so retry=3 /usr/share/pam-configs/pwquality: requisite pam_pwquality.so retry=3 - IF - similar output is returned: Run the following command to update /etc/pam.d/common-password with the returned profile: # pam-auth-update --enable {PROFILE_NAME} Example: # pam-auth-update pwquality - IF - similar output is NOT returned: Run the following script to create a pam-auth-update profile for pwquality: !#/usr/bin/env bash { arr=('Name: Pwquality password strength checking' 'Default: yes' 'Priority: 1024' 'Conflicts: cracklib' 'Password-Type: Primary' 'Password:' ' requisite pam_pwquality.so retry=3' 'Password-Initial:' 'requisite') printf '%s\n' ""${arr[@]}"" > /usr/share/pam-configs/pwquality } Run the following command to update /etc/pam.d/common-password with the pwquality profile: # pam-auth-update --enable pwquality Note: - The name used for the file must be used in the pam-auth-update --enable command - The Name: line should be easily recognizable and understood - The Priority: Line is important as it effects the order of the lines in the - /etc/pam.d/ files If a site specific custom profile is being used in your environment to configure PAM that includes the configuration for the pam_pwquality module, enable that module instead Internal Only - General.",5.2,,A.9.4.3,"The pam_pwquality.so module performs password quality checking. This module can be plugged into the password stack of a given service to provide strength-checking for passwords. The code was originally based on pam_cracklib module and the module is backwards compatible with its options. The action of this module is to prompt the user for a password and check its strength against a system dictionary and a set of rules for identifying poor choices. The first action is to prompt for a single password, check its strength and then, if it is considered strong, prompt for the password a second time (to verify that it was typed correctly on the first occasion). All being well, the password is PASS on to subsequent modules to be installed as the new authentication token.",Ensure pam_pwquality module is enabled.
IP_001,HOST_A,server,SCAN_001,FAIL,"Create two pam-auth-update profiles in /usr/share/pam-configs/: Create the first profile with the following lines: Name: Enable pam_faillock to deny access Default: yes Priority: 0 Auth-Type: Primary Auth: [default=die] pam_faillock.so authfail Example: #!/usr/bin/env bash { arr=('Name: Enable pam_faillock to deny access' 'Default: yes' 'Priority: 0' 'Auth-Type: Primary' 'Auth:' ' [default=die] pam_faillock.so authfail') printf '%s\n' ""${arr[@]}"" > /usr/share/pam-configs/faillock } Create the second profile with the following lines: Name: Notify of FAILlogin attempts and reset count upon success Default: yes Priority: 1024 Auth-Type: Primary Auth: requisite pam_faillock.so preauth Account-Type: Primary Account: required pam_faillock.so Example: #!/usr/bin/env bash { arr=('Name: Notify of FAILlogin attempts and reset count upon success' 'Default: yes' 'Priority: 1024' 'Auth-Type: Primary' 'Auth:' ' requisite pam_faillock.so preauth' 'Account-Type: Primary' 'Account:' ' required pam_faillock.so') printf '%s\n' ""${arr[@]}"" > /usr/share/pam-configs/faillock_notify } Run the following command to update the common-auth and common-account PAM files with the new profiles: # pam-auth-update --enable <profile_filename> Example: # pam-auth-update --enable faillock # pam-auth-update --enable faillock_notify Internal Only - General Note: - The name used for the file must be used in the pam-auth-update --enable command - The Name: line should be easily recognizable and understood - The Priority: Line is important as it effects the order of the lines in the - /etc/pam.d/ files If a site specific custom profile is being used in your environment to configure PAM that includes the configuration for the pam_faillock module, enable that module instead.",6.2,8.1.3,A.9.2.6,The pam_faillock.so module maintains a list of FAILauthentication attempts per user during a specified interval and locks the account in case there were more than the configured number of consecutive FAILauthentications (this is defined by the deny parameter in the faillock configuration). It stores the failure records into per-user files in the tally directory.,Ensure pam_faillock module is enabled.
IP_001,HOST_A,server,SCAN_001,PASS,"Set password unlock time to conform to site policy. unlock_time should be 0 (never), or 900 seconds or greater. Edit /etc/security/faillock.conf and update or add the following line: unlock_time = 900 Run the following command: remove the unlock_time argument from the pam_faillock.so module in the PAM files: # grep -Pl -- '\bpam_faillock\.so\h+([^#\n\r]+\h+)?unlock_time\b' /usr/share/pam-configs/* Edit any returned files and remove the unlock_time=<N> argument from the pam_faillock.so line(s):.",6.2,8.1.3,A.9.2.6,unlock_time=<n> - The access will be re-enabled after seconds after the lock out. The value 0 has the same meaning as value never - the access will not be re-enabled without resetting the faillock entries by the faillock(8) command. Note: - The default directory that pam_faillock uses is usually cleared on system boot so the access will be also re-enabled after system reboot. If that is undesirable a different tally directory must be set with the dir option. It is usually undesirable to permanently lock out users as they can become easily a target of denial of service attack unless the usernames are random and kept secret to potential attackers. - - The maximum configurable value for unlock_time is 604800.,Ensure password unlock time is configured.
IP_001,HOST_A,server,SCAN_001,PASS,"Edit /etc/security/faillock.conf: - Remove or update any line containing root_unlock_time, - OR - set it to a value of 60 or more - Update or add the following line: even_deny_root Run the following command: # grep -Pl -- '\bpam_faillock\.so\h+([^#\n\r]+\h+)?(even_deny_root|root_unlock_time)' /usr/share/pam-configs/* Edit any returned files and remove the even_deny_root and root_unlock_time arguments from the pam_faillock.so line(s): Internal Only - General.",6.2,8.1.3,A.9.2.6,even_deny_root - Root account can become locked as well as regular accounts root_unlock_time=n - This option implies even_deny_root option. Allow access after n seconds to root account after the account is locked. In case the option is not specified the value is the same as of the unlock_time option.,Ensure password FAILattempts lockout includes root account.
IP_001,HOST_A,server,SCAN_001,PASS,"Create or modify a file ending in .conf in the /etc/security/pwquality.conf.d/ directory or the file /etc/security/pwquality.conf and add or modify the following line to set password length of 14 or more characters. Ensure that password length conforms to local site policy: Example: #!/usr/bin/env bash { sed -ri 's/^\s*minlen\s*=/# &/' /etc/security/pwquality.conf [ ! -d /etc/security/pwquality.conf.d/ ] && mkdir /etc/security/pwquality.conf.d/ printf '\n%s' ""minlen = 14"" > /etc/security/pwquality.conf.d/50- pwlength.conf } Run the following command: # grep -Pl -- '\bpam_pwquality\.so\h+([^#\n\r]+\h+)?minlen\b' /usr/share/pam- configs/* Edit any returned files and remove the minlen argument from the pam_pwquality.so line(s):.",5.2,,A.9.4.3,"The minimum password length setting determines the lowers number of characters that make up a password for a user account. There are many different theories about how to determine the best password length for an organization, but perhaps ""passphrase"" is a better term than ""password"". The minlen option sets the minimum acceptable size for the new password (plus one if credits are not disabled which is the default). Cannot be set to lower value than 6.",Ensure minimum password length is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,Run the following command: # awk '/Password-Type:/{ f = 1;next } /-Type:/{ f = 0 } f {if (/pam_pwhistory\.so/) print FILENAME}' /usr/share/pam-configs/* Edit any returned files and add the enforce_for_root argument to the pam_pwhistory line in the Password section: Example File: Name: pwhistory password history checking Default: yes Priority: 1024 Password-Type: Primary Password: requisite pam_pwhistory.so remember=24 enforce_for_root try_first_pass use_authtok # <- **ensure line includes enforce_for_root** Run the following command to update the files in the /etc/pam.d/ directory: # pam-auth-update --enable <MODIFIED_PROFILE_NAME> Example: # pam-auth-update --enable pwhistory.,5.2,,A.9.4.3,"If the pwhistory enforce_for_root option is enabled, the module will enforce password history for the root user as well.",Ensure password history is enforced for the root user.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following command: # grep -PH -- '^\h*([^#\n\r]+\h+)?pam_unix\.so\h+([^#\n\r]+\h+)?remember\b' /usr/share/pam-configs/* Edit any files returned and remove the remember=_<N>_ argument for the pam_unix lines Example output: [success=end default=ignore] pam_unix.so obscure use_authtok try_first_pass yescrypt remember=5 # **<- remove remember=<N>** [success=end default=ignore] pam_unix.so obscure yescrypt remember=5 # **<- remove remember=<N>** Run the following command to update the files in the /etc/pam.d/ directory: # pam-auth-update --enable <EDITED_PROFILE_NAME> Example: # pam-auth-update --enable unix Note: If custom files are being used, the corresponding files in /etc/pam.d/ would need to be edited directly, and the pam-auth-update --enable <EDITED_PROFILE_NAME> command skipped.",5.2,,A.9.4.3,The remember=n argument saves the last n passwords for each user in /etc/security/opasswd in order to force password change history and keep the user from alternating between the same password too frequently. The MD5 password hash algorithm is used for storing the old passwords. Instead of this option the pam_pwhistory module should be used. The pam_pwhistory module saves the last n passwords for each user in /etc/security/opasswd using the password hash algorithm set on the pam_unix module. This allows for the yescrypt or sha512 hash algorithm to be used.,Ensure pam_unix does not include remember.
IP_001,HOST_A,server,SCAN_001,PASS,"Run the following command: # awk '/Password-Type:/{ f = 1;next } /-Type:/{ f = 0 } f {if (/pam_unix\.so/) print FILENAME}' /usr/share/pam-configs/* Edit any returned files and edit or add a strong hashing algorithm, either sha512 or yescrypt, that meets local site policy to the pam_unix lines in the Password section: Example File: Name: Unix authentication Default: yes Priority: 256 Auth-Type: Primary # <- Start of ""Auth"" section Auth: [success=end default=ignore] pam_unix.so try_first_pass Auth-Initial: [success=end default=ignore] pam_unix.so Account-Type: Primary # <- Start of ""Account"" section Account: [success=end new_authtok_reqd=done default=ignore] pam_unix.so Account-Initial: [success=end new_authtok_reqd=done default=ignore] pam_unix.so Session-Type: Additional # <- Start of ""Session"" section Session: required pam_unix.so Session-Initial: required pam_unix.so Password-Type: Primary # <- Start of ""Password"" section Password: [success=end default=ignore] pam_unix.so obscure use_authtok try_first_pass yescrypt # <- **ensure hashing algorithm is either sha512 or yescrypt** Password-Initial: [success=end default=ignore] pam_unix.so obscure yescrypt # <- **ensure hashing algorithm is either sha512 or yescrypt** Run the following command to update the files in the /etc/pam.d/ directory: # pam-auth-update --enable <MODIFIED_PROFILE_NAME> Example: # pam-auth-update --enable unix.",3.11,"3.4,3.4.1,8.2.1",A.10.1.1,"A cryptographic hash function converts an arbitrary-length input into a fixed length output. Password hashing performs a one-way transformation of a password, turning the password into another string, called the hashed password. The pam_unix module can be configured to use one of the following hashing algorithms for user's passwords: - md5 - When a user changes their password next, encrypt it with the MD5 algorithm. - bigcrypt - When a user changes their password next, encrypt it with the DEC C2 algorithm. - sha256 - When a user changes their password next, encrypt it with the SHA256 algorithm. The SHA256 algorithm must be supported by the crypt(3) function. - sha512 - When a user changes their password next, encrypt it with the SHA512 algorithm. The SHA512 algorithm must be supported by the crypt(3) function. - blowfish - When a user changes their password next, encrypt it with the blowfish algorithm. The blowfish algorithm must be supported by the crypt(3) function. - gost_yescrypt - When a user changes their password next, encrypt it with the gost-yescrypt algorithm. The gost-yescrypt algorithm must be supported by the crypt(3) function. - yescrypt - When a user changes their password next, encrypt it with the yescrypt algorithm. The yescrypt algorithm must be supported by the crypt(3) function.",Ensure pam_unix includes a strong password hashing algorithm.
